nctid	race	count
NCT02969044	white	69.0
NCT02969317	black or african american	0.0
NCT02969317	white	0.0
NCT02969356	race: black or african american	7.0
NCT02969356	race: white	126.0
NCT02969382	black or african american	39.0
NCT02969382	white	200.0
NCT02969408	black or african american	74.0
NCT02969408	white	313.0
NCT02969421	black or african american	22.0
NCT02969421	white	32.0
NCT02969525	black	10.0
NCT02969525	white	400.0
NCT02969590	black or african american	0.0
NCT02969590	white	4.0
NCT02969707	black or african american	0.0
NCT02969707	white	75.0
NCT02969863	black or african american	0.0
NCT02969863	white	23.0
NCT02970136	black or african american	285.0
NCT02970136	white	419.0
NCT02970292	black or african american	44.0
NCT02970292	white	348.0
NCT02970305	black or african american	25.0
NCT02970305	white	373.0
NCT02970422	whiterace	181.0
NCT02970552	black or african american	140.0
NCT02970552	white	0.0
NCT02970669	black	21.0
NCT02970929	black or african american	15.0
NCT02970929	white	136.0
NCT02970942	black or african american	2.0
NCT02970942	white	248.0
NCT02971007	black or african american	58.0
NCT02971007	white	79.0
NCT02971163	black/african-american	18.0
NCT02971163	white	17.0
NCT02971202	black or african american	0.0
NCT02971202	white	0.0
NCT02971228	black or african american	0.0
NCT02971228	white	11.0
NCT02971293	black or african american	0.0
NCT02971293	white	42.0
NCT02971605	black or african american	0.0
NCT02971605	white	13.0
NCT02972242	black or african american	57.0
NCT02972242	white	87.0
NCT02972359	black or african american	8.0
NCT02972359	white	297.0
NCT02972515	black or african american	12.0
NCT02972515	white	53.0
NCT02972554	black or african american	8.0
NCT02972554	white	53.0
NCT02972632	black or african american	28.0
NCT02972632	white	83.0
NCT02973087	black or african american	0.0
NCT02973087	white	22.0
NCT02973100	black or african american	24.0
NCT02973100	white	244.0
NCT02973321	black	20.0
NCT02973321	white	269.0
NCT02973438	black or african american	1.0
NCT02973477	black or african american	12.0
NCT02973477	white	30.0
NCT02973516	black or african american	5.0
NCT02973516	white	32.0
NCT02973802	white	11.0
NCT02974010	black or african american	3.0
NCT02974010	white	19.0
NCT02974153	black or african american	82.0
NCT02974153	white	975.0
NCT02974634	black or african american	17.0
NCT02974634	white	166.0
NCT02974855	black or african american	12.0
NCT02974855	white	14.0
NCT02974868	black or african american	7.0
NCT02974868	white	119.0
NCT02974907	black or african american	77.0
NCT02974907	white	497.0
NCT02975206	black or african americanrace	200.0
NCT02975206	whiterace	207.0
NCT02975297	black/african american	52.0
NCT02975297	white	27.0
NCT02975973	black or african american	5.0
NCT02975973	white	2.0
NCT02976103	black or african american	9.0
NCT02976103	white	122.0
NCT02976129	black or african american	1.0
NCT02976129	white	121.0
NCT02976181	black or african american	0.0
NCT02976181	white	0.0
NCT02976519	black or african american	5.0
NCT02976519	white	56.0
NCT02977507	african american	6.0
NCT02978157	black or african american	0.0
NCT02978157	white	0.0
NCT02978183	black or african american	19.0
NCT02978183	white	49.0
NCT02978326	black or african american	62.0
NCT02978326	white	84.0
NCT02978417	black or african american	2.0
NCT02978417	white	8.0
NCT02978508	black or african american	9.0
NCT02978508	white	131.0
NCT02978781	black or african american	4.0
NCT02978781	white	30.0
NCT02979197	black or african american	1.0
NCT02979197	white	100.0
NCT02979249	black or african american	0.0
NCT02979249	white	16.0
NCT02979301	black or african american	0.0
NCT02979301	white	21.0
NCT02979431	black or african americanrace	1.0
NCT02979431	whiterace	141.0
NCT02979444	black/african americanrace/ethnicity	382.0
NCT02979444	whiterace/ethnicity	257.0
NCT02979522	black or african american	12.0
NCT02979522	white	34.0
NCT02979613	black or african americanrace	17.0
NCT02979613	whiterace	69.0
NCT02979626	black or african american	38.0
NCT02979626	white	108.0
NCT02979639	african heritage/african american	48.0
NCT02979639	white - arabic / north african heritage	7.0
NCT02979639	white - caucasian / european heritage	332.0
NCT02979925	black or african american	9.0
NCT02979925	white	33.0
NCT02980042	black/african american	17.0
NCT02980042	white	172.0
NCT02980133	black or african american	135.0
NCT02980133	white	683.0
NCT02980224	black or african american	11.0
NCT02980224	white	161.0
NCT02980666	black or african american	0.0
NCT02980666	white	0.0
NCT02980692	black or african american	5.0
NCT02980692	white	378.0
NCT02980978	black or african american	2.0
NCT02980978	white	108.0
NCT02981342	black or african american	4.0
NCT02981342	white	84.0
NCT02981368	black or african americanrace	29.0
NCT02981368	whiterace	334.0
NCT02981524	black or african american	3.0
NCT02981524	white	13.0
NCT02982018	black or african american	5.0
NCT02982018	white	118.0
NCT02982187	african american/african heritage	1.0
NCT02982187	white - arabic/north african heritage	9.0
NCT02982187	white - white/caucasian/european heritage	108.0
NCT02982213	african american	9.0
NCT02982772	non-hispanic blackrace/ethnicity	399.0
NCT02982772	non-hispanic whiterace/ethnicity	35.0
NCT02982928	black or african american	2.0
NCT02982928	white	9.0
NCT02983227	black or african american	9.0
NCT02983227	white	436.0
NCT02983448	black or african american	2.0
NCT02983448	white	22.0
NCT02983552	black/african american	12.0
NCT02983552	white	254.0
NCT02983617	blackrace	0.0
NCT02983617	whiterace	33.0
NCT02983825	black or african american	10.0
NCT02983825	white	2.0
NCT02983877	black or african american	28.0
NCT02983877	white	9.0
NCT02984267	black or african american	2.0
NCT02984267	white	14.0
NCT02984644	african american	3.0
NCT02984709	black or african american	5.0
NCT02984709	white	41.0
NCT02984878	black or african american	5.0
NCT02984878	white	66.0
NCT02984982	black or african american	0.0
NCT02984982	white	0.0
NCT02985398	black or african american	4.0
NCT02985398	white	122.0
NCT02985710	black or african american	0.0
NCT02985710	white	97.0
NCT02985827	black or african american	1.0
NCT02985827	white	43.0
NCT02985996	black or african american	22.0
NCT02985996	white	15.0
NCT02986139	black or african american	8.0
NCT02986139	white	100.0
NCT02986282	black or african american	0.0
NCT02986282	white	99.0
NCT02986373	black or african american	0.0
NCT02986373	white	119.0
NCT02986802	african american	5557.0
NCT02986802	white	31616.0
NCT02986854	black or african american	59.0
NCT02986854	white	563.0
NCT02986958	nonwhite race or hispanic ethnicity	39.0
NCT02987205	black or african american	7.0
NCT02987205	white	154.0
NCT02987231	black or african american	7.0
NCT02987231	white	52.0
NCT02987374	black or african american	0.0
NCT02987374	white	4.0
NCT02987829	black or african americanrace/ethnicity	8.0
NCT02987829	whiterace/ethnicity	57.0
NCT02987868	black or african american	6.0
NCT02987868	white	9.0
NCT02987972	black or african american	91.0
NCT02987972	white	875.0
NCT02988115	black or african american	26.0
NCT02988115	white	307.0
NCT02988193	black or african american	0.0
NCT02988193	white	22.0
NCT02988856	black or african american	2.0
NCT02988856	white	9.0
NCT02988882	black or african american	9.0
NCT02988882	white	75.0
NCT02988986	black or african american	4.0
NCT02988986	white	17.0
NCT02989389	black or african american	10.0
NCT02989389	white	26.0
NCT02989493	black or african american	6.0
NCT02989493	white	54.0
NCT02989545	black or african american	0.0
NCT02989545	white	0.0
NCT02989714	black or african american	2.0
NCT02989714	white	11.0
NCT02989805	black or african american	127.0
NCT02989805	white	166.0
NCT02990000	african american/black	13.0
NCT02990000	white	193.0
NCT02990910	black or african american	0.0
NCT02990910	white	0.0
NCT02991040	black or african american	10.0
NCT02991040	white	89.0
NCT02991118	black or african american	36.0
NCT02991118	white	735.0
NCT02991729	black	29.0
NCT02991729	white	110.0
NCT02991859	african american/african heritage	7.0
NCT02991859	white - arabic/north african heritage	1.0
NCT02991859	white - white/caucasian/european heritage	39.0
NCT02991937	black or african american	0.0
NCT02991937	white	20.0
NCT02992067	black or african american	0.0
NCT02992067	white	0.0
NCT02992288	black or african american	12.0
NCT02992288	white	390.0
NCT02992691	black or african american	0.0
NCT02992691	white	56.0
NCT02992899	black or african american	18.0
NCT02992899	white	27.0
NCT02993107	black or african american	7.0
NCT02993107	white	297.0
NCT02993250	black or african american	0.0
NCT02993250	white	0.0
NCT02993445	black or african american	6.0
NCT02993445	white	5.0
NCT02993471	black or african american	1.0
NCT02993471	white	25.0
NCT02993731	black or african american	28.0
NCT02993731	white	704.0
NCT02994056	black or african american native	6.0
NCT02994056	white	18.0
NCT02994108	black or african american	31.0
NCT02994108	white	80.0
NCT02994238	non-hispanic/black %	56.3
NCT02994238	non-hispanic/white %	47.6
NCT02994732	black or african american	2.0
NCT02994732	white	4.0
NCT02994979	black or african american	97.0
NCT02994979	white	117.0
NCT02995694	black or african american	46.0
NCT02995694	white	405.0
NCT02995915	black or african american	32.0
NCT02995915	white	9.0
NCT02996097	black or african american	21.0
NCT02996097	white	3.0
NCT02996474	black or african american	3.0
NCT02996474	white	6.0
NCT02996500	black or african american	0.0
NCT02996500	white	254.0
NCT02996591	black or african american	0.0
NCT02996591	white	33.0
NCT02996682	black or african american	0.0
NCT02996682	white	0.0
NCT02996864	black or african american	19.0
NCT02996864	white	215.0
NCT02996968	black/african american	6.0
NCT02996968	white	150.0
NCT02997085	black or african american	14.0
NCT02997085	white	84.0
NCT02997163	black or african american	1.0
NCT02997163	white	29.0
NCT02997176	white	31.0
NCT02997735	black or african american	438.0
NCT02997735	white	9.0
NCT02998021	black or african american	2.0
NCT02998021	white	8.0
NCT02998151	black or african american	2.0
NCT02998151	white	25.0
NCT02998476	black or african american	2.0
NCT02998476	white/caucasian	47.0
NCT02998684	black/african american	2.0
NCT02998996	african descentethnicity	3.0
NCT02999178	black or african american	10.0
NCT02999178	white	488.0
NCT02999191	black or african american	0.0
NCT02999191	white	18.0
NCT02999672	black or african american	0.0
NCT02999672	white	19.0
NCT02999763	black or african american	4.0
NCT02999763	white	61.0
NCT03000075	black or african american	0.0
NCT03000075	white	0.0
NCT03000166	black or african american	7.0
NCT03000166	white	38.0
NCT03000283	black or african american	2.0
NCT03000283	white	5.0
NCT03000309	black	2.0
NCT03000309	white	18.0
NCT03000452	black or african american	1.0
NCT03000452	white	15.0
NCT03000530	black or african american	73.0
NCT03000530	white	27.0
NCT03000569	black or african american	2.0
NCT03000569	white	26.0
NCT03000608	white	67.0
NCT03000673	black or african american	29.0
NCT03000673	white	3.0
NCT03001011	black or african american	0.0
NCT03001011	white	0.0
NCT03001076	black or african american	21.0
NCT03001076	white	240.0
NCT03001557	black or african american	7.0
NCT03001557	white	43.0
NCT03001778	black or african american	1.0
NCT03001778	white	64.0
NCT03001843	black or african american	0.0
NCT03001843	white	0.0
NCT03002077	black or african american	107.0
NCT03002077	white	485.0
NCT03002194	black or african american	0.0
NCT03002194	white	43.0
NCT03002311	black or african american	187.0
NCT03002311	white	70.0
NCT03002974	black or african americanrace	42.0
NCT03002974	whiterace	119.0
NCT03003000	black or african american	5.0
NCT03003000	white	625.0
NCT03003130	black or african american	0.0
NCT03003130	white	0.0
NCT03003676	black or african american	1.0
NCT03003676	white	19.0
NCT03004469	black/african american	1.0
NCT03004469	caucasian/white	451.0
NCT03004534	white	31.0
NCT03004638	black or african american	3.0
NCT03004638	white	29.0
NCT03004846	white - white/caucasian/european heritage	8.0
NCT03004924	black or african americanrace	126.0
NCT03004924	whiterace	588.0
NCT03005067	black or african american	63.0
NCT03005067	white	104.0
NCT03005106	black or african american	14.0
NCT03005106	white	55.0
NCT03005288	black or african americanrace	15.0
NCT03005288	whiterace	57.0
NCT03006393	black or african american	20.0
NCT03006393	white	18.0
NCT03006887	black or african american	0.0
NCT03006887	white	0.0
NCT03007394	black or african american	160.0
NCT03007394	white	65.0
NCT03007953	black or african american	14.0
NCT03007953	white	128.0
NCT03007966	african american	14.0
NCT03008070	black or african american	7.0
NCT03008070	white	232.0
NCT03008174	african american	9.0
NCT03008590	black or african american	3.0
NCT03008590	white	20.0
NCT03008707	black or african american	0.0
NCT03008707	white	66.0
NCT03008837	black or african american	10.0
NCT03008837	white	11.0
NCT03008889	black or african american	0.0
NCT03008889	white	2.0
NCT03008915	black or african american	0.0
NCT03008915	white	15.0
NCT03009162	black or african american	0.0
NCT03009162	white	16.0
NCT03009396	black or african americanrhb-104 from placebo	1.0
NCT03009396	black or african americanrhb-104 from rhb-104	1.0
NCT03009396	whiterhb-104 from placebo	36.0
NCT03009396	whiterhb-104 from rhb-104	15.0
NCT03010254	black or african american	5.0
NCT03010254	white	230.0
NCT03010462	black or african american	15.0
NCT03010462	white	44.0
NCT03010488	black or african american	3.0
NCT03010488	white	34.0
NCT03010501	black or african american	2.0
NCT03010501	white	35.0
NCT03010527	black	4.0
NCT03010527	white	390.0
NCT03010631	black or african american	12.0
NCT03010631	white	36.0
NCT03011034	white	30.0
NCT03011333	black or african american	36.0
NCT03011333	white	194.0
NCT03011892	black/african-american	85.0
NCT03011892	white/caucasian	172.0
NCT03012061	black or african american	26.0
NCT03012061	black or african american & white	1.0
NCT03012061	white: arabic/north african heritage	1.0
